video_id,task,text,gold_label,prediction
00696,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00696,AV Captioning,Describe what you see and hear in a single sentence.,"A pigeon perched on a wooden wall with something in its beak coos softly as bird wings flap, while a construction machine operates in the background.",A pigeon perched on a wooden shelf in a coop.
02143,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00510,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02050,Video-driven Audio Hallucination,Is the stick striking making sound in the audio?,Yes,"Yes, the stick striking is making sound in the audio."
02050,Audio-driven Video Hallucination,Is the stick striking visible in the video?,Yes,"No, the stick striking is not visible in the video."
02050,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
02050,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02050,AV Captioning,Describe what you see and hear in a single sentence.,"A man with a green stick banged the object on the ground, and there was a voice in the picture.","A man is seen walking on a wooden floor with a variety of objects, including a hammer, a drill, and a saw, scattered around him."
00564,Video-driven Audio Hallucination,Is the pot making sound in the audio?,Yes,"Yes, the pot is making sound in the audio."
00564,Video-driven Audio Hallucination,Is the pepper shaker making sound in the audio?,Yes,"Yes, the pepper shaker is making sound in the audio."
00564,Audio-driven Video Hallucination,Is the pot visible in the video?,Yes,"Yes, the pot is visible in the video."
00564,Audio-driven Video Hallucination,Is the pepper shaker visible in the video?,Yes,"Yes, the pepper shaker is visible in the video."
00564,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00564,AV Captioning,Describe what you see and hear in a single sentence.,"A man with a tattoo on his arm stirs a pan of sizzling green peppers and onions on the stove, creating a symphony of banging and cracking sounds.",A man is cooking green beans in a pan on a stove.
00406,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02017,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01398,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01398,AV Captioning,Describe what you see and hear in a single sentence.,"The red characters flickered against a green background, the fire alarm sounded, and the background was filled with the sound of music, the voice of people and the alarm of fire.",A man is typing on a computer with a red background and a fire alarm going off.
00950,Video-driven Audio Hallucination,Is the birds making sound in the audio?,Yes,"Yes, the birds are making sound in the audio."
00950,Video-driven Audio Hallucination,Is the pigeons making sound in the audio?,Yes,"Yes, the pigeons are making sound in the audio."
00950,Audio-driven Video Hallucination,Is the birds visible in the video?,Yes,"Yes, the birds are visible in the video."
00950,Audio-driven Video Hallucination,Is the pigeons visible in the video?,Yes,"Yes, pigeons are visible in the video."
00950,Audio-driven Video Hallucination,Is the whistling person visible in the video?,Yes,"No, the whistling person is not visible in the video."
00950,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00950,AV Captioning,Describe what you see and hear in a single sentence.,"In the backyard, a man whistles as pigeons, ducks, chickens, and birds chirp and flap their wings, with a cat on the roof and a black and white dog chasing a white duck.",A man is feeding pigeons in a coop while a dog watches.
00814,Video-driven Audio Hallucination,Is the boat engine making sound in the audio?,Yes,"Yes, the boat engine is making sound in the audio."
00814,Audio-driven Video Hallucination,Is the boat engine visible in the video?,Yes,"Yes, the boat engine is visible in the video."
00814,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
00814,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00814,AV Captioning,Describe what you see and hear in a single sentence.,"A man talks on a small boat floating in the water near a dock in a marina, as a vehicle engine works in the background.",A man is standing on a boat in a harbor with a blue and white sail.
01601,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
01598,Video-driven Audio Hallucination,Is the clock making sound in the audio?,Yes,"Yes, the clock is making sound in the audio."
01598,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01598,AV Captioning,Describe what you see and hear in a single sentence.,"One hand left the clock with the pines pattern, tinkling and musical.",A person is seen turning a wooden clock with a forest in the background.
00192,Video-driven Audio Hallucination,Is the boat engine making sound in the audio?,Yes,"Yes, the boat engine is making sound in the audio."
00192,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00192,AV Captioning,Describe what you see and hear in a single sentence.,"As the wind blows hard and the engine hums loud, a man drives a boat on a lake with a purple background.",A man is driving a boat on a lake with the wind blowing in his hair.
01389,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02275,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
